id,timestamp,url,ipaddress,useragent,movie
32480a21-50a2-48ce-8e85-2fa1f231fe18,15:53:07,http://surveymonkey.com,252.204.206.167,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/24.0.1295.0 Safari/537.15",Dancing at Lughnasa
bd1ef9eb-1263-42a5-95bb-b1fb956f6b80,14:57:04,http://google.com.au,255.134.218.205,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11","Run of the Country, The"
114ef448-1d5e-4594-9534-b5411b370646,23:10:10,http://bloglovin.com,0.222.92.75,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Double Indemnity
ced897a3-bcb0-49fe-abe5-899b032380dc,2:02:56,https://google.cn,33.88.129.82,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17",Buying the Cow
e57717fc-9443-44d8-98a5-729ad6ea7b81,15:05:51,http://surveymonkey.com,69.229.95.83,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F",Earth Girls Are Easy
fe54e682-5853-48f1-ad54-112fddf500d6,15:03:20,http://surveymonkey.com,46.89.82.42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2","Monster, The"
eed70414-a599-49d7-b04c-28817e6b7952,11:08:54,https://ucoz.com,131.47.229.43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1","Panic in Needle Park, The"
452d194d-ff83-4c14-934f-6bbdeb7a0b28,23:41:20,http://mapy.cz,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Eerie Tales (Unheimliche Geschichten)
9c08a915-6f04-43ca-a0f4-e3bec5bcfdf2,22:19:55,http://bloglovin.com,32.213.234.197,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",Earth Girls Are Easy
fd75f9fe-907f-4be3-80f2-316e546dc48d,20:13:06,https://usgs.gov,205.222.164.251,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1",Invincible
e7d96a07-c45d-4670-86bb-013554c6907d,11:24:06,http://surveymonkey.com,178.222.72.79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.151 Safari/535.19",Earth Girls Are Easy
708d552f-ecd1-4bfe-a9a2-53119195dbd6,14:25:46,http://mapy.cz,244.177.72.116,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,"Program, The"
43303441-55f2-4bc1-9127-eee3d4b5182c,14:18:54,http://com.com,25.34.164.68,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21",Trembling Before G-d
98fbffc5-7e19-41b8-ace5-edbc031dfc40,5:33:05,http://bloglovin.com,249.160.123.232,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1","Chambre en ville, Une (Room in Town, A)"
791480fc-d594-4035-a881-74322905a7a4,14:40:38,https://salon.com,84.231.78.55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.11 Safari/535.19",Lonesome Dove
3480909f-a2b2-40b8-9673-dd875b1f5dbf,22:24:32,http://com.com,56.91.241.167,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0) Gecko/20100101 Firefox/9.0,"Magic of Méliès, The (magie Méliès, La)"
fc5f86f4-f8e5-44b1-a88a-d3e39082611e,9:12:52,http://google.com.au,152.250.200.135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36","Monster, The"
9dc76be3-d92d-42f7-bbf1-64a695834b92,21:45:05,https://usgs.gov,253.79.103.166,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",Fetishes
c08e4009-fbeb-439f-a472-d50a9955d580,22:54:46,https://google.cn,245.121.192.125,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27","Monster, The"
fbacd07f-02fb-4780-a50c-2eb990c9182c,9:47:06,http://google.com.au,113.146.80.178,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.33 (KHTML, like Gecko) Ubuntu/9.10 Chromium/13.0.752.0 Chrome/13.0.752.0 Safari/534.33","City of Sadness, A (Bei qing cheng shi)"
ef3db027-c776-4558-802b-1a124beeaf82,15:02:54,http://com.com,68.55.204.17,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.706.0 Safari/534.25",On the Line
b9a03c31-588a-4101-b5cd-573f219cb860,20:32:53,https://ucoz.com,134.160.59.231,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",The Seven Males
731a02b0-bd33-4320-9555-888719a04efd,7:44:42,https://ucoz.com,176.159.198.22,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130401 Firefox/21.0,Trembling Before G-d
79181363-deb1-4736-8f69-b780253c39a2,11:27:30,https://ucoz.com,5.222.215.254,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30","Panic in Needle Park, The"
7753d437-b011-4510-96e5-3da7f84ca3da,16:47:00,http://com.com,138.112.116.3,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.3319.102 Safari/537.36",Earth Girls Are Easy
21f8ae9d-6471-4191-9048-1b37e2b91bbd,14:25:48,https://ucoz.com,169.2.130.39,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",Old Men in New Cars (Gamle mænd i nye biler)
af47b353-0524-486e-94f2-40aab443388e,3:25:41,https://usgs.gov,154.11.175.127,"Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17","Dish & the Spoon, The"
cafd142b-de08-4878-a132-2b29b35c4361,9:34:51,http://google.com.au,52.239.158.10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1","Life Less Ordinary, A"
e3700e1f-5dd6-49ab-826e-659285406c37,13:39:53,http://surveymonkey.com,29.147.167.11,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14",All About the Feathers (Por Las Plumas)
7568eb37-47f6-4e35-8a97-0c34acd0499a,13:12:10,http://bloglovin.com,136.100.54.8,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.794.0 Safari/535.1",Summer of '04 (Sommer '04)
1efa3818-745e-48bf-9b49-ad7cd2ed5bb6,8:30:54,https://salon.com,192.90.90.82,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; da-dk) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",Lonesome Dove
74e82ace-5970-4bfe-b161-bda9f99b811c,23:43:37,http://bloglovin.com,189.213.131.185,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; de-de) AppleWebKit/534.15+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",On the Line
41b57a19-7750-4132-bfd2-81c9023942a0,4:14:43,https://google.cn,255.168.189.111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0) Gecko/20100101 Firefox/9.0,Lemora: A Child's Tale of the Supernatural
1bf805a6-826a-46ca-8f3d-51fdbc8f93b0,23:07:32,https://ucoz.com,168.81.222.239,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7ad-imcjapan-syosyaman-xkgi3lqg03!wgz",Steamboy (Suchîmubôi)
abee27f6-3b7f-4446-b442-cd8bb9328112,23:21:21,http://google.com.au,32.250.20.200,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3","Chambre en ville, Une (Room in Town, A)"
6ca9fe33-65fd-48ed-84dd-025be5d06a06,3:18:25,https://arizona.edu,219.126.221.197,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11","Monster, The"
24ab2df5-4629-4413-ac15-d6b7babe37a7,17:54:50,http://mapy.cz,106.51.93.39,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; zh-cn) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16","Thirst for Love, The (Ai no kawaki)"
c9646a23-5b7d-4b61-8491-1634bb25c7fe,10:49:42,http://com.com,225.182.124.125,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",Comanche Station
1ebf6b0a-c812-436d-a996-c4378d9fa2d6,10:52:35,http://com.com,107.50.19.78,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0,All About the Feathers (Por Las Plumas)
b34e5383-1790-41b6-ab2f-3e38d221e1f0,20:41:12,http://com.com,140.46.237.50,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1",Happy People: A Year in the Taiga
95e6e55c-107d-4407-a039-2b361eb7525e,3:18:33,https://usgs.gov,22.6.207.127,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/12.0.742.91","Magic of Méliès, The (magie Méliès, La)"
662371b5-90cd-4ad4-95b7-3f2eb81b427c,19:22:53,http://mapy.cz,144.6.145.107,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/11.0.696.50",Branded
00645a27-731b-49e8-8d55-77d4110849c3,0:03:04,https://ucoz.com,12.81.218.165,Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,Jean Renoir: Part One - From La Belle Époque to World War II
1752d123-49d4-4227-bf06-7ea1c6c6d297,22:49:35,https://google.cn,251.110.123.224,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.654.0 Safari/534.17",Jean Renoir: Part One - From La Belle Époque to World War II
635063ab-727d-4c3b-bf5e-408abe44be0e,2:17:16,http://surveymonkey.com,140.208.36.164,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-gb) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",Love's Long Journey
a24a5d45-8e0d-4cd7-95b1-5b5277213975,13:08:04,https://arizona.edu,144.66.122.239,Mozilla/5.0 (Windows NT 6.2; Win64; x64;) Gecko/20100101 Firefox/20.0,"City of Sadness, A (Bei qing cheng shi)"
efdff680-6272-4f57-b6a0-245007d80bd4,3:01:33,http://surveymonkey.com,198.75.238.137,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1","Dish & the Spoon, The"
2d09b378-97c4-4ff8-87bb-1392c681b1dd,21:34:48,https://arizona.edu,63.148.83.246,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,Invincible
2878033e-76da-4570-a709-f3094108448b,16:33:35,https://google.cn,84.50.206.29,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",Apache
8833367e-2cbd-4409-9338-265dcec27c6d,17:44:21,http://mapy.cz,168.232.18.47,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.660.0 Safari/534.18",Sagebrush Trail
f9a9d9c4-3ec2-4aa7-8c48-9c56014bf5a9,12:34:32,http://surveymonkey.com,34.49.194.26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1","Thirst for Love, The (Ai no kawaki)"
d8f1bf82-5bfd-4f96-95bc-e784679fc1d2,22:39:20,https://google.cn,43.112.63.143,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221",Steamboy (Suchîmubôi)
b9dfc003-28ab-45a9-ab48-b037e9705208,3:54:21,https://google.cn,48.30.131.206,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",Comanche Station
4811a3cd-2d1d-48e0-bddd-9a8af269b6ee,10:23:31,http://google.com.au,36.247.88.67,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30","Monster, The"
b9d163b7-ef5e-4d88-b5a4-cb6e080a4e54,14:42:30,http://surveymonkey.com,100.96.142.12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1",How Wang-Fo Was Saved (Comment Wang-Fo fut sauvé)
1cc15509-2e08-4103-8111-e9b2c47693c0,17:53:35,https://usgs.gov,88.241.118.30,Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US; rv:2.0.4) Gecko/20120718 AskTbAVR-IDW/3.12.5.17700 Firefox/14.0.1,Being Julia
760c48fd-c8df-43f7-88f1-95b2f8df0366,4:20:35,https://google.cn,210.15.144.54,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100","Laughing Policeman, The"
7bf1baad-2ec3-4933-a097-2c2da9131291,11:34:53,https://arizona.edu,127.174.209.227,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1",Carmen Comes Home (Karumen kokyo ni kaeru)
27665b45-7af9-4497-b083-5eb7e3dca67b,5:15:13,http://google.com.au,182.105.163.15,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100",Carmen Comes Home (Karumen kokyo ni kaeru)
b5a565c8-d50b-443b-97cd-87580a44cdde,3:41:24,http://google.com.au,140.144.182.227,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5","Monster, The"
f2334c5f-cb02-4f68-ae27-404c24181ab0,21:34:19,https://google.cn,30.255.180.36,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/537.11","Magic of Méliès, The (magie Méliès, La)"
7e7232f5-5fb1-4de5-8dc6-e9efcb05e0de,0:24:30,http://google.com.au,199.82.36.249,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.704.0 Safari/534.25",Dancing at Lughnasa
ecb7bb2b-a2d2-4309-bfda-9563913aa5b9,3:27:27,http://com.com,84.110.60.16,Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,Lonesome Dove
39e4fe7b-1b25-4f24-8395-d69445f86822,12:39:10,http://bloglovin.com,235.241.39.113,Googlebot/2.1 (+http://www.googlebot.com/bot.html),All About the Feathers (Por Las Plumas)
a3c9283b-bc2a-40a2-9aeb-e113f448ee4b,20:46:41,http://bloglovin.com,210.33.146.122,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2226.0 Safari/537.36","Law of Desire (Ley del deseo, La)"
46e508be-40d0-43e8-8b18-06b6129f1650,6:41:46,http://surveymonkey.com,133.207.220.192,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8",Fetishes
d93431fd-f4b8-4774-9922-a7f26e43b9ce,1:06:56,http://mapy.cz,16.15.224.100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.71 Safari/534.24",Lonesome Dove
c085dcb6-a34b-438f-870b-4b6b1c3e19b4,18:04:02,http://surveymonkey.com,147.114.95.44,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1,Apache
fbf0e47f-6483-43ea-b0bf-a8e110125093,22:45:54,https://salon.com,157.217.0.245,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.808.0 Chrome/14.0.808.0 Safari/535.1",Legal Deceit
abd147e8-88a9-4c89-b654-49c03dfc4b86,8:25:27,https://arizona.edu,121.244.247.247,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-gb) AppleWebKit/528.10+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",Legal Deceit
64e77030-2b6c-4621-a752-f5e96ef80282,13:08:47,http://surveymonkey.com,106.224.249.62,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ko-KR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Apache
7af20d00-2c58-4030-9f12-e9981910c48e,4:34:23,http://surveymonkey.com,65.220.60.197,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F",Legal Deceit
04ab5ef7-bbdb-47ed-8148-f8de7a7bd4f7,9:44:19,https://google.cn,139.10.34.157,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4","Laughing Policeman, The"
11d479eb-497d-42e1-b467-a1929379c33b,10:37:49,http://surveymonkey.com,86.84.24.212,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.8",Buying the Cow
5d8db038-f8be-478a-9dfa-1f5ea0a10f0a,17:52:32,https://usgs.gov,18.18.201.207,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36","Monster, The"
bf94317e-6748-4650-9317-035042e964fc,4:00:50,https://arizona.edu,102.232.174.239,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:14.0) Gecko/20120405 Firefox/14.0a1,"Last Time I Saw Archie, The"
8450bb8f-5ca7-4b9f-a176-e9a390fb44b7,10:34:42,http://mapy.cz,67.150.241.202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3","Monster, The"
38521fc5-58ee-4e8a-9505-7ce459775ce5,10:00:28,https://ucoz.com,74.46.41.232,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",Steamboy (Suchîmubôi)
094cbecd-12ba-411f-9366-ff1ad7a036db,19:49:31,http://mapy.cz,146.200.82.144,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Lemora: A Child's Tale of the Supernatural
04bd5f5d-eb94-41e4-a05a-efa8ffb47f3c,12:31:55,https://google.cn,77.102.128.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",Apache
aea63593-4aa2-4508-8404-2958c9f8d146,0:55:51,http://com.com,145.69.193.54,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.661.0 Safari/534.18",Buying the Cow
271bf8a5-d539-4e0e-b216-0488a7ec448b,9:11:09,https://ucoz.com,119.114.84.159,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36 Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10","Late Show, The"
07bf3e0c-7112-4a2c-a647-573dabf21b65,7:52:26,http://surveymonkey.com,171.242.196.136,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5",Earth Girls Are Easy
ffe3b9e1-d770-470e-bc2b-47b5a6c94ba2,10:07:24,http://com.com,52.63.115.224,Mozilla/5.0 (Windows x86; rv:19.0) Gecko/20100101 Firefox/19.0,"Chambre en ville, Une (Room in Town, A)"
d290bf61-3b12-44bd-9bb6-63bf0fa8283f,13:22:21,http://com.com,220.141.80.176,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7","Panic in Needle Park, The"
d83e77d8-ebb3-4f36-b3d9-78bcb45eb6b5,12:06:57,http://com.com,,"Mozilla/5.0 (Windows NT 7.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",Being Julia
6ea40f79-eb40-4974-b2ff-135bd0f09cf6,14:07:01,http://surveymonkey.com,236.96.109.202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",Little Manhattan
fd7087e1-f684-424c-bde1-fefad1f4d59e,10:27:47,https://usgs.gov,165.52.209.120,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Buying the Cow
1d742933-2fae-41f6-8eb9-2a5bec8263d3,23:23:12,http://surveymonkey.com,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",Legal Deceit
22457859-74bd-4ed9-a9c1-37eee3439d52,15:50:35,http://surveymonkey.com,222.213.145.19,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1","Ator, the Fighting Eagle (Ator l'invincibile)"
5ff8c318-5401-47a9-a80e-0d1a65301c55,4:27:43,https://google.cn,57.16.49.22,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",On the Line
317e6a80-5e8d-427c-ad9d-e818ec6ac077,1:26:29,https://salon.com,159.73.25.81,"Mozilla/5.0 (Android 2.2; Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4","City of Sadness, A (Bei qing cheng shi)"
4075364a-17e5-4971-97e1-001fad8c7211,0:35:18,https://usgs.gov,116.230.199.105,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/24.0.1295.0 Safari/537.15",Fetishes
c0986e61-cc51-4769-b761-d34c90dc65ed,21:31:28,http://google.com.au,,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",The Seven Males
22ce0aae-ee4a-4698-b39d-6f615ae55cc9,18:39:03,http://com.com,157.234.122.55,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/25.0,"City of Sadness, A (Bei qing cheng shi)"
b5f8838e-f252-4908-8727-c1eb2827c040,5:33:17,http://mapy.cz,214.100.118.155,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5",Apache
09071100-6282-4e7a-b94a-d397c05fb7b0,6:14:24,https://usgs.gov,145.247.179.112,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",Dancing at Lughnasa
d64a0d79-29f2-40b1-b375-4418b562f36e,17:25:06,https://salon.com,173.96.212.29,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1092.0 Safari/536.6",Jean Renoir: Part One - From La Belle Époque to World War II
101cb77a-3a75-4c3f-a1dd-c097e6ae4d00,16:48:22,http://mapy.cz,126.60.163.181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.54 Safari/535.2","Invisible Man Returns, The"
83cc2646-368b-4990-ab61-a96f86b82589,0:53:51,https://usgs.gov,40.155.192.87,"Mozilla/5.0 (Macintosh; AMD Mac OS X 10_8_2) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/18.6.872","City of Sadness, A (Bei qing cheng shi)"
e2f2f132-fb1a-4349-b51d-1c77098bd6aa,12:03:41,http://surveymonkey.com,232.30.24.50,Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/1EA69,Fetishes
be195c17-85c3-4fab-ac93-72bd0efdad7b,21:32:04,http://bloglovin.com,19.30.248.193,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Happy People: A Year in the Taiga
